13.csv;US-AK;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-AL;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-AR;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-AZ;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-CA;1,0.9986817;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-CO;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-CT;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-DC;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-DE;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-FL;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-GA;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-HI;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-IA;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-ID;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-IL;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-IN;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-KS;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-KY;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-LA;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MA;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MD;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-ME;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MI;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MN;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MO;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MS;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MT;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NC;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-ND;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NE;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NH;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NJ;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NM;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NV;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NY;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-OH;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-OK;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-OR;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-PA;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-RI;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-SC;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-SD;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-TN;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-TX;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-UT;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-VA;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-VT;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-WA;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-WI;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-WV;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-WY;1,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-AK;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-AL;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-AR;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-AZ;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-CA;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-CO;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-CT;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-DC;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-DE;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-FL;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-GA;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-HI;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-IA;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-ID;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-IL;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-IN;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-KS;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-KY;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-LA;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MA;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MD;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-ME;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MI;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MN;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MO;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MS;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-MT;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NC;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-ND;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NE;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NH;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NJ;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
13.csv;US-NM;11,0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;0.34136638;
